country,iso_code,year,forest_area_sqkm,forest_loss_sqkm,deforestation_rate_percent,agricultural_land_sqkm,agricultural_expansion_sqkm,cattle_count,cattle_density
Argentina,ARG,2017,7742893.22,375.27,0.0048,2128435.13,804.59,4660911.59,6.8324
India,IND,2004,2783668.04,1363.95,0.049,785447.48,1429.89,43721913.5,44.2822
Brazil,BRA,2013,4564975.41,120.17,0.0026,2664059.57,105.72,4345932.23,5.8773
Indonesia,IDN,2010,6401113.4,2647.36,0.0414,3718845.16,3871.83,26689466.51,29.0678
DR Congo,COD,2004,7128561.44,976.24,0.0137,1826595.36,1150.89,22727872.82,28.4727
Vietnam,VNM,2016,6829166.63,633.99,0.0093,3588576.76,906.01,5759088.73,20.0262
DR Congo,COD,2009,3154077.59,1391.86,0.0441,1761067.04,1817.11,14481351.83,55.8597
Vietnam,VNM,2000,4209532.5,1872.58,0.0445,1648406.79,1880.25,49766976.38,66.4169
Mexico,MEX,2008,6353056.48,1127.59,0.0177,2264007.91,1727.14,35701575.21,44.8468
Indonesia,IDN,2007,6100426.03,3572.4,0.0586,1479453.87,4567.27,15176723.66,31.8398
Colombia,COL,2018,6359228.55,3336.05,0.0525,2491266.84,3521.64,46051415.63,120.7013
Peru,PER,2018,7680066.67,2330.45,0.0303,3680273.38,1263.39,46864007.5,123.9487
Peru,PER,2007,3385835.67,4448.5,0.1314,1446191.95,4251.81,30495019.17,92.4819
Peru,PER,2021,5641668.59,2329.49,0.0413,2592302.58,2731.33,18820580.48,27.8088
Brazil,BRA,2020,5142126.58,2723.37,0.053,2238314.93,4091.17,11628027.25,24.3126
Vietnam,VNM,2008,1423170.81,1931.57,0.1357,311035.13,2576.39,9586135.59,24.0047
India,IND,2021,2222000.53,1241.42,0.0559,1312011.14,2800.79,2436030.16,3.2233
Thailand,THA,2009,908595.51,1664,0.1831,249361.34,3211.1,25771850.9,50.6409
Brazil,BRA,2022,5934614.6,396.77,0.0067,2513769.39,450.44,18944562.39,44.5627
Argentina,ARG,2020,1737788.15,1606.76,0.0925,1037267.06,2925.09,33987927.09,44.7579
Thailand,THA,2013,5255289.35,602.64,0.0115,1873613.91,243.59,12302613.96,30.6891
Colombia,COL,2013,3935465.46,2080.86,0.0529,2300140.72,3326.72,2011254.46,4.629
DR Congo,COD,2006,6497824.83,1307.36,0.0201,3020039.62,1528.66,8109466.16,27.2153
DR Congo,COD,2016,2675030.25,1900.76,0.0711,1058872.78,2131.12,36621651.08,77.8342
Peru,PER,2015,7464159.39,1460.24,0.0196,3786946.03,1678.21,7273785.04,32.9573
Thailand,THA,2015,1676530.76,2032.44,0.1212,736910.49,2831.71,5578146.33,18.1046
India,IND,2004,6583142.74,2386.71,0.0363,2410744.41,3452.76,39899859.69,48.2092
Mexico,MEX,2018,4219009.01,2010.05,0.0476,1838662.5,2821.98,6216687.14,15.4714
Mexico,MEX,2011,4547085.71,3072.3,0.0676,1827306.16,4638.96,18305126.88,27.4315
Thailand,THA,2018,5782704.94,1646.28,0.0285,2179891.04,1536.64,27125069.74,127.3941
Peru,PER,2013,4828650.61,1082.31,0.0224,2343358.33,2204.58,1467011.69,1.6694
Mexico,MEX,2013,3217432.09,3003.71,0.0934,1539292.79,4336.89,27648036.93,31.8082
Colombia,COL,2020,1744227.92,3079.54,0.1766,459244.59,4926.33,35007343.84,56.0591
Peru,PER,2011,5716879.15,1931.42,0.0338,2285289.6,1882.52,48317254.63,63.2725
Peru,PER,2020,6500903.8,2625.72,0.0404,3690364.56,4040.6,12176206.51,20.2977
Mexico,MEX,2013,6339052.58,3131.41,0.0494,3609809.89,4915.48,2619945.87,3.8091
Thailand,THA,2008,5182297.22,396.51,0.0077,2240545.77,611.6,1297859.21,1.8524
Thailand,THA,2022,7978174.54,3008.1,0.0377,2329278.67,3469.31,22408211.54,95.405
Thailand,THA,2007,1045677.51,488.4,0.0467,256602.55,214.48,46669860.87,77.1651
Vietnam,VNM,2011,4509364.6,3440.83,0.0763,2179860.97,3829.22,38822336.33,47.1384
Brazil,BRA,2018,4794858.86,3620.89,0.0755,2713621.9,2618.03,33730442.61,126.0266
Colombia,COL,2014,5021071.41,1221.02,0.0243,2455425.04,638,24745014.43,76.1021
Vietnam,VNM,2000,4237657.26,1599.32,0.0377,1078905.38,1395.7,36921393.01,143.9884
India,IND,2018,2949963.51,3354.29,0.1137,1079100.6,3957.52,25927110.56,100.0719
DR Congo,COD,2016,4223864.97,984.87,0.0233,1051068.09,1167.77,40784543.23,69.8769
Vietnam,VNM,2003,4643893.97,3320.67,0.0715,1755331.21,3970.2,20664717.86,22.2527
DR Congo,COD,2003,3704154.02,2120.14,0.0572,1091031.7,2429.99,37029955.31,40.8196
Argentina,ARG,2014,7009610.83,2487.55,0.0355,3314965.83,1645.82,38909264.72,89.5847
Argentina,ARG,2010,4751830.46,2135.28,0.0449,2037836.85,3634.15,32130550.81,37.7196
Argentina,ARG,2005,7509922.03,3136.75,0.0418,3821268.71,3269.17,25051086.28,91.1947
Thailand,THA,2005,867580.51,1642.29,0.1893,258948.76,472.25,42481687.95,104.2176
Thailand,THA,2014,787331.71,717.72,0.0912,162093.59,1508.13,30139023.75,30.4653
Indonesia,IDN,2009,5038311.06,2373.54,0.0471,2066994.11,2945.23,29074836.32,33.6462
DR Congo,COD,2011,5290292.65,2203.2,0.0416,2138515.72,4446.3,17624173.15,66.7259
Argentina,ARG,2016,6953135.44,3698.61,0.0532,3581247.99,4286.72,31749456.12,53.8935
Colombia,COL,2000,7117979.14,1427.74,0.0201,4109431.36,2189.42,15319845.69,49.1824
Brazil,BRA,2019,4886017.63,2211.15,0.0453,1369933.87,3594.15,22738987.94,31.2198
Brazil,BRA,2018,3708974.92,2480.83,0.0669,2063047.69,3037.79,49007827.47,55.3645
Thailand,THA,2012,7138516.69,1774.06,0.0249,2714687.01,546.08,47785024.46,140.5122
Vietnam,VNM,2008,4704794.88,2582.67,0.0549,2648152.87,2994.13,32770484.96,37.0919
India,IND,2004,7832598.63,1682.03,0.0215,2840130.62,4088.29,24623235.1,26.2446
Brazil,BRA,2022,2285366.95,1832.28,0.0802,740150.36,4447.09,1496506.77,4.0969
Colombia,COL,2015,7181206.63,2155.94,0.03,4017446.75,2810.23,33647359.49,68.0174
Peru,PER,2006,3156113.78,1543.45,0.0489,1317198.93,2867.47,13422522.38,22.8675
Vietnam,VNM,2011,7859926.17,447.31,0.0057,3428550.36,153.28,17624394.87,50.0909
India,IND,2011,3041593.48,2708.44,0.089,771175.29,3879.31,20794141.18,24.4532
Peru,PER,2016,4926157.35,1787.65,0.0363,1511896.3,1853.36,36877278.76,41.8805
DR Congo,COD,2004,4635841.5,3415.61,0.0737,1540277.28,4951.16,5415092.73,14.5275
Vietnam,VNM,2006,5506329.94,1848.92,0.0336,1573506,4154.05,32296977.94,41.2096
DR Congo,COD,2002,1128178.58,1995.37,0.1769,228155.63,1544.15,4743652.54,63.569
India,IND,2009,1994262.96,1279.45,0.0642,785327.04,2143.26,24832570.16,26.019
Peru,PER,2017,1990983.22,1088.25,0.0547,1166508.39,859.98,48824120,71.2349
Thailand,THA,2002,6183467.14,1765.96,0.0286,2570220.29,395.02,22407354.39,146.8754
Argentina,ARG,2008,2761221.74,2081,0.0754,1332598.87,2525.29,25312537.82,34.3992
Mexico,MEX,2004,6132201.82,192.17,0.0031,2567216.66,221.83,3096126.91,8.2973
Colombia,COL,2004,6294056.58,1641.76,0.0261,1830498.88,2846.12,13156380.27,20.7768
Vietnam,VNM,2010,5018579.63,2532.83,0.0505,2935858.14,4118.57,13060988,15.8915
DR Congo,COD,2004,3729363.39,2077.87,0.0557,2051487.83,2857.46,3451898.04,3.672
Argentina,ARG,2016,854434.1,741.2,0.0867,509093.62,1316.78,19275689.6,35.4262
Mexico,MEX,2014,2735514.76,2434.4,0.089,1638487.15,2548.7,23518111.53,49.1937
DR Congo,COD,2005,2318850.76,1694.11,0.0731,689843.57,3252.51,12963857.76,39.8372
Argentina,ARG,2019,1488522.99,2924.08,0.1964,619507.76,2255.31,38050132.69,141.1079
Peru,PER,2013,4291762.07,3251.5,0.0758,1121462.39,3295.75,36747231.48,73.5066
Thailand,THA,2020,5951224.32,967.58,0.0163,3309408.2,408.73,20742126.61,54.9996
Vietnam,VNM,2020,6793843.3,1305.08,0.0192,3400766.69,1586.59,22141879.68,22.9277
Peru,PER,2006,711251.23,1152.62,0.1621,177442.37,2000.59,6478029.42,12.5858
Argentina,ARG,2006,1546478.31,3196.67,0.2067,721237.29,4445.87,22732370.57,24.0193
Colombia,COL,2012,5710531.66,2442.23,0.0428,1344087.05,3475.73,30107858.53,60.4048
Indonesia,IDN,2022,7452542.59,927.34,0.0124,3081097.3,1084.48,12863955.53,16.4455
Argentina,ARG,2015,5756354.6,1962.09,0.0341,3065491.3,2752.42,21952873.27,44.9828
Indonesia,IDN,2003,1655004.66,244.41,0.0148,430969.19,263.11,5182788.09,5.2605
DR Congo,COD,2002,7713825.7,1454.57,0.0189,3000027.97,1362.73,40780323.58,68.7649
Colombia,COL,2022,3850595.29,1689.86,0.0439,817275,3994.34,3875275.2,5.8005
Mexico,MEX,2000,3903259.21,327.41,0.0084,1155287.73,196.16,26853576.85,33.5088
DR Congo,COD,2002,4846483.86,1099.25,0.0227,1572311,2037.69,21551125.34,25.3462
Indonesia,IDN,2001,3212879.03,1934.96,0.0602,1721620.43,917.46,24341160.17,115.2028
Colombia,COL,2022,4814003.13,1765.94,0.0367,1981499.68,2692.55,28062357.25,130.9068
Indonesia,IDN,2004,4918118.42,2088.1,0.0425,2074380.62,3475.26,36039383.95,86.7302
Thailand,THA,2003,7425540.05,597.05,0.008,3280024.28,296.73,32965398.44,48.4497
Peru,PER,2021,6562354.59,1513.76,0.0231,1812657.97,3661.36,19592413.89,30.8074
Argentina,ARG,2019,970425.67,992.16,0.1022,279682.26,1564.25,24349849.32,31.2985
Peru,PER,2004,6647918.04,2588.23,0.0389,3126260.39,3688.25,43584886.31,46.6728
Thailand,THA,2010,5586568.05,1372.81,0.0246,1716129.46,2159.17,49302237.55,55.609
India,IND,2006,1990703.82,675.41,0.0339,993147.87,1592.91,24705527.6,25.6877
Mexico,MEX,2002,3517191.25,1512.04,0.043,962789.71,1217.88,42461250.54,73.8634
Thailand,THA,2009,7402551.86,1476.51,0.0199,4166008.95,3554.68,24214752.11,25.9857
Indonesia,IDN,2022,7813452.79,2419.95,0.031,2710172.57,3043.56,2870590.67,23.3368
Brazil,BRA,2011,6777146.68,2026.94,0.0299,3993097.31,2286.14,48572386.17,95.0165
India,IND,2016,1868722.17,3589.84,0.1921,948350.83,4936.64,40163477.67,146.0121
Mexico,MEX,2002,6758207.57,1228.26,0.0182,3971193.56,2029.22,6604823.5,43.0941
Colombia,COL,2009,1400335.58,2182.26,0.1558,806978.5,1825.44,28040653.28,114.4472
India,IND,2006,6095666.31,2357.47,0.0387,2573271.36,2086.64,27070646.63,148.5532
Colombia,COL,2004,2374975.68,2132.32,0.0898,856089.26,2414.1,41382525.66,46.6494
DR Congo,COD,2022,7308820.49,3316.65,0.0454,3890606.14,3634.54,40588096.65,98.0707
Brazil,BRA,2007,5008218.28,3281.87,0.0655,1894853,4697.78,27792993.24,78.1055
Argentina,ARG,2020,6564148.95,1364.02,0.0208,2295676.25,1452.04,30029281.87,77.3338
India,IND,2005,7543820.7,443.16,0.0059,2293344.82,774.5,11005670.81,14.7419
Peru,PER,2017,2268069.97,505.99,0.0223,1069324.8,289.59,20692527.9,31.7933
Vietnam,VNM,2007,3715886.05,1572.11,0.0423,2098082.47,1770.68,24778412.21,81.9047
DR Congo,COD,2020,4816731.87,1377.04,0.0286,2729720.91,1203.76,43635904.49,54.0121
Mexico,MEX,2019,4394749.57,3287.84,0.0748,2194920.57,2804.82,36274458.77,130.0112
DR Congo,COD,2009,1385016.98,1030.14,0.0744,539094.64,1285.03,4811822.66,11.5349
DR Congo,COD,2010,1534721.77,2300.2,0.1499,741230.55,2017.64,27588030.68,79.6896
Peru,PER,2006,4797204.45,3212.84,0.067,2114626.38,4971.45,25602203.89,68.0886
Colombia,COL,2014,5166128.08,2390.42,0.0463,1225481.82,3756.63,19985930.72,29.7536
Argentina,ARG,2007,3925255.04,1460.7,0.0372,2085954.44,1596.83,36812651.67,51.6207
Thailand,THA,2019,6919943.25,1447.07,0.0209,2441756.45,1716.88,41900474.12,56.3086
Thailand,THA,2002,4243992.32,402.16,0.0095,1427171.01,1184.47,2419901.09,2.6851
Vietnam,VNM,2019,5736992.14,2078.85,0.0362,2354173.76,2727.09,44750274.29,60.7317
Vietnam,VNM,2014,2635717.74,562,0.0213,1357878.94,964.42,4005321.5,7.3092
DR Congo,COD,2007,7168370.58,1139.59,0.0159,4243063.46,982.12,48886370.26,54.9752
India,IND,2016,4578496.8,1765.45,0.0386,2741874.93,2672.62,6479485.34,11.9439
India,IND,2021,5353187.7,1206.37,0.0225,2587074.45,731.2,47956989.5,57.3847
Brazil,BRA,2018,4917890.15,472.55,0.0096,1467612.13,350.43,14627759.59,20.5785
Argentina,ARG,2015,2882662.77,493.42,0.0171,732411.26,612.75,20277731.37,20.5411
India,IND,2004,5590534.99,2573.87,0.046,3119411.65,4259.94,20973164.93,22.771
Brazil,BRA,2021,5359659.08,1956.22,0.0365,1940768.09,3319.03,29308162.64,44.8162
Thailand,THA,2008,2936043.43,3601.6,0.1227,981917.7,3869,49305445.26,67.1961
Thailand,THA,2004,4616538.74,746.35,0.0162,976881.27,1822.42,5556745.11,8.442
DR Congo,COD,2003,666061.02,276.66,0.0415,137041.93,784.88,2320937.37,2.9755
Brazil,BRA,2000,4001742.02,1247.73,0.0312,1001591.12,3460.32,3581852.8,3.6387
Thailand,THA,2019,6800959.25,828.02,0.0122,2810230.47,1034.14,20743925.4,23.0925
Mexico,MEX,2009,2065685.42,773.6,0.0375,674378.16,611.42,30705937.65,99.5733
India,IND,2010,5687976.22,2150.42,0.0378,1318089.84,3875.76,43819194.78,56.601
Vietnam,VNM,2020,6269549.81,1613.75,0.0257,2444158.52,2314.93,47661462.53,96.412
DR Congo,COD,2006,6780708.79,1888.14,0.0278,2457204.87,2303.58,18253000.36,31.6776
Indonesia,IDN,2021,1753261.49,2125.89,0.1213,460261.21,4495.92,22991768.01,41.4194
Thailand,THA,2013,7137349.97,2053.54,0.0288,3507006.36,2526.72,30802359.45,56.7801
Peru,PER,2004,1529895.57,853.18,0.0558,896516.84,1352.34,6204082.84,7.1052
India,IND,2020,1546678.95,1215.09,0.0786,793110.6,1442.89,3887514.18,4.616
Vietnam,VNM,2003,7025871.43,2042.59,0.0291,3562887.11,2729.37,8782772.43,16.211
Colombia,COL,2010,7258772.07,2384.29,0.0328,3049439.14,4039.34,1531306.18,2.7227
Colombia,COL,2015,3998203.22,1382.79,0.0346,1992718.77,2192.4,18120458.14,36.2536
Brazil,BRA,2013,7979227.08,611.13,0.0077,3629505.41,777.44,4097149.59,8.1358
Mexico,MEX,2022,2002922.06,2955.97,0.1476,796122.26,4355.06,8863911.41,47.7558
India,IND,2011,1900866.02,3082.01,0.1621,431619.53,2924.24,33375884.95,113.3746
DR Congo,COD,2007,2087582.92,2956.15,0.1416,706739.06,2739.62,43177273.3,115.6453
Brazil,BRA,2001,5052917.4,567.25,0.0112,2870739.26,1305.03,3194962.34,7.1749
DR Congo,COD,2010,1923779.87,1372.83,0.0714,1103534.58,3317.45,25141998.61,37.1862
Vietnam,VNM,2001,2193310.64,2240.44,0.1021,551816.44,2548.44,23726196.67,38.231
Argentina,ARG,2017,2739552.23,949.5,0.0347,1437287.75,922.11,31484445.5,62.9047
Colombia,COL,2010,5480830.51,3575.5,0.0652,2770232.75,3487.1,27777715.19,82.9487
Vietnam,VNM,2014,3112095.85,3119.49,0.1002,677312.16,1857.88,24277608.22,120.1435
Mexico,MEX,2003,7707114.48,2070.56,0.0269,3147409.07,4024.29,44704908.42,46.8611
Argentina,ARG,2014,3496115.02,2798.88,0.0801,916546.41,4107.64,5578175.96,22.3293
Indonesia,IDN,2002,3098539.92,1949.21,0.0629,830328.65,2589.03,29476320.16,45.19
Thailand,THA,2003,1366641.55,478.88,0.035,411067.18,244.46,15262286.95,31.9052
Argentina,ARG,2020,2111746.33,2280.35,0.108,973907.02,2816.77,12390637.35,18.0581
Thailand,THA,2005,3614011.16,1169.93,0.0324,1538174.32,2116.05,19278347,19.9493
Colombia,COL,2019,1718163.29,864.19,0.0503,672935.76,240,42337672.97,53.1635
Colombia,COL,2002,3112486.51,2140.89,0.0688,1016716.12,3500.49,25425715.61,33.8188
Thailand,THA,2019,5281533.03,2080.06,0.0394,1744729.55,1966.68,44391270.73,65.4625
Mexico,MEX,2014,4201368.47,346.48,0.0082,911602.03,591.95,5210676.97,6.8282
Brazil,BRA,2001,2290086.9,1380.01,0.0603,1213225,256.98,25833032.28,95.9494
DR Congo,COD,2009,6204839.32,775.74,0.0125,2607783.19,646.93,26148780.67,37.7068
Indonesia,IDN,2010,7981069.24,3098.48,0.0388,2139896.47,3298.08,25258813.07,106.3086
DR Congo,COD,2001,6870599.41,680.7,0.0099,3416375.37,731.93,15136076.38,28.0904
Brazil,BRA,2007,4563080.82,1729.88,0.0379,1207146.9,2458.31,15997650.3,70.547
Colombia,COL,2001,5503192.65,4042.62,0.0735,3097529.05,4983.79,41002117.15,66.3862
Indonesia,IDN,2012,6367487.39,1434.22,0.0225,1471720.21,1468.86,48598528.77,98.3624
Indonesia,IDN,2010,1430151.37,2079.97,0.1454,748264.77,3051.72,33383075.28,35.5766
DR Congo,COD,2020,2058247.05,2354.28,0.1144,1051253.94,2972.84,15809867.93,29.8454
India,IND,2013,6682442.98,1255.77,0.0188,2518167.99,1107.64,19981374.43,47.0633
Indonesia,IDN,2009,5179577.31,1149.46,0.0222,1946692.82,646.02,39942349.64,57.5882
Vietnam,VNM,2004,798261.78,1115.21,0.1397,374565.13,591,44409194.97,56.4234
India,IND,2007,7064351.92,1241.93,0.0176,2398387.32,2694.08,5842883.96,6.2458
Thailand,THA,2011,6605455.07,1612.01,0.0244,2260874.43,2762.89,21675824,32.2186
Indonesia,IDN,2013,2695359.94,3356.63,0.1245,1111971.51,4635.54,49125200.48,51.5227
DR Congo,COD,2004,3809662.48,2435.79,0.0639,1402237.52,4377.49,38947394.87,124.2681
Vietnam,VNM,2022,7427768.78,3380.43,0.0455,3825459.52,3343.06,48216845.77,84.4837
Colombia,COL,2015,6368791.16,3213.82,0.0505,2109608.77,4879.08,36869335.89,74.6377
Vietnam,VNM,2007,6686071.33,3422.15,0.0512,3193497.44,4505.01,20691702.4,52.277
Thailand,THA,2005,1691135.05,2607.02,0.1542,396501.38,1565.59,42108336.78,102.4062
India,IND,2011,2834091.97,2339.92,0.0826,1361361.13,3649.32,13563889.06,22.2199
Vietnam,VNM,2009,2011207.97,1013.09,0.0504,977034.12,2079.63,11011451.37,15.8491
DR Congo,COD,2007,4665598.05,2082.56,0.0446,2676553.23,2145.6,25335349.29,60.7314
Peru,PER,2011,7979005.06,360.16,0.0045,3906716.32,240.39,16983032.39,17.5549
Peru,PER,2012,7642448.62,1503.15,0.0197,2731908.57,1958.49,24117470.44,36.252
Argentina,ARG,2004,2091802.16,1872.24,0.0895,1188811.62,3776.54,33536771.97,71.5412
India,IND,2010,7124066.63,3243.64,0.0455,3205595.37,3497.31,27601815.73,66.3665
Indonesia,IDN,2001,2013427.54,1669.44,0.0829,618496.11,2327.5,44593693.85,78.1942
Mexico,MEX,2021,3764102.93,1656.58,0.044,1674224.68,1794.14,22498663.62,70.4504
Argentina,ARG,2005,3280916.11,698.83,0.0213,1494083.6,1732.07,1354375.28,3.6549
Mexico,MEX,2013,2553378.21,2810.04,0.1101,1363294.33,3649.24,15245395.77,77.8396
Brazil,BRA,2008,2760410.05,2085.31,0.0755,1120353.7,4709.74,32298771.7,33.6207
Thailand,THA,2016,3793764.61,908.33,0.0239,1394227.86,1280.02,8258818.96,13.2089
Peru,PER,2018,1715788.29,2088.66,0.1217,843737.23,3624.91,23241268.69,26.6443
Vietnam,VNM,2017,1867749.01,2073.03,0.111,445869.68,4330,16629414.83,17.6291
Argentina,ARG,2012,7786414.45,1266.24,0.0163,2715517.22,2763.34,5748776.5,23.9365
Peru,PER,2001,6710904.6,2200.85,0.0328,2553197.48,2211.55,3017822.91,33.4577
Argentina,ARG,2009,3894446.94,1113.13,0.0286,1842290.88,1082.34,26995171.76,33.7914
Mexico,MEX,2015,1934166.19,2658.26,0.1374,1159665.14,3952.62,24602518.97,52.3242
Brazil,BRA,2008,6473188.99,1050.09,0.0162,2979064.59,2108.52,19693427.96,19.9944
Peru,PER,2012,1969579.93,1305.22,0.0663,448135.1,931.74,44505652.42,49.9628
Argentina,ARG,2019,3169345.76,1951.5,0.0616,1871461.04,2737.64,25979045.53,26.1705
Vietnam,VNM,2000,5206306.88,2408.2,0.0463,1455092.51,3246.72,7252660.53,16.2435
Thailand,THA,2022,1591929.85,504.26,0.0317,790160.18,170.84,11413915.74,38.6792
Vietnam,VNM,2014,1762068.72,1064.87,0.0604,685005.43,995.71,24410251.73,28.1377
Colombia,COL,2018,3690920.42,1954.85,0.053,857932.03,3824.05,7464130.47,11.3365
Indonesia,IDN,2007,1578575.22,837.43,0.053,687904.52,292.02,41810403.85,70.3725
Argentina,ARG,2019,6148312.57,2243.47,0.0365,2766155.09,2816.01,17660223.77,29.4605
Vietnam,VNM,2001,2462820.45,1203.4,0.0489,494756.7,1014.08,47952476.45,48.9089
Indonesia,IDN,2001,3439129.02,1293.57,0.0376,2037652.74,1484.48,5856931.29,9.4904
Colombia,COL,2009,1239755.02,477.8,0.0385,669021.9,1080.44,4192048.3,5.3366
Argentina,ARG,2017,6250137.55,2768.9,0.0443,3712793.84,3897.83,837004.52,1.9674
Thailand,THA,2017,6293923.3,1536.52,0.0244,2090618.69,776.61,38389374.73,66.3368
Colombia,COL,2021,3996749.16,2606.82,0.0652,1292773.19,3728.42,33915494.19,45.6941
Indonesia,IDN,2003,3453482.26,2181.21,0.0632,1917882.73,4666.37,8453830.82,18.9618
DR Congo,COD,2006,5632846.39,2237.02,0.0397,2010038.07,2975.18,47548823.07,63.0195
Vietnam,VNM,2020,1376271.77,535.83,0.0389,588732.81,388.5,23371959.31,27.4759
Thailand,THA,2007,1961440.41,537.64,0.0274,596246.97,114.65,15356548.78,44.9464
Colombia,COL,2011,2719924.88,3645.62,0.134,1213437.18,2848.01,46818792.49,141.0603
Brazil,BRA,2021,3728012.65,1241.51,0.0333,1351843.64,1627.03,19087809.18,19.6615
Thailand,THA,2019,7718037.23,1055.1,0.0137,1974691.07,1389.11,4077945.07,5.0077
Colombia,COL,2017,1176196.27,389.16,0.0331,602351.89,492.36,7012540.15,7.0629
Mexico,MEX,2008,5844342.32,2602.42,0.0445,2209081.33,3044.6,25781321.54,31.7527
Indonesia,IDN,2016,5789897.96,3191.02,0.0551,1362382.64,3840.2,23301599.43,37.8622
Brazil,BRA,2006,3107723.13,2204.31,0.0709,888482.95,4941.47,47338703.66,54.6906
Thailand,THA,2020,7845162.79,1298.03,0.0165,2441210.73,1802.68,2433242.72,12.1466
Argentina,ARG,2006,3333402.26,1472.35,0.0442,1791444.17,3591.31,7121738.33,8.9794
Mexico,MEX,2020,3727505.45,1350.77,0.0362,780743,1708.21,23599006.29,29.2254
Thailand,THA,2012,4117191.35,1369.19,0.0333,1681725.33,1658.99,32621464.89,37.5877
Thailand,THA,2022,6082720.5,338.7,0.0056,2323101.99,536.85,3485422.79,15.8878
Brazil,BRA,2018,3413200.12,1121.37,0.0329,1970460.33,1559.65,11122729.87,15.4036
Thailand,THA,2002,3571995.59,756.1,0.0212,977593.06,902.21,43251914.6,62.8524
Argentina,ARG,2007,4079051.87,1334.89,0.0327,1958391.88,783.15,42185773.31,95.1944
Vietnam,VNM,2012,4372097.53,2124.46,0.0486,2385324.24,4153.33,25256719.32,68.2229
Vietnam,VNM,2014,3703122.96,1120.08,0.0302,1621197.29,1148.66,13344198.73,18.4013
Argentina,ARG,2011,4672238.76,1943.7,0.0416,1375717.14,2881.91,24833961.32,44.6305
Thailand,THA,2012,6375460.95,1059.83,0.0166,3305722.32,1627.13,11466397.05,42.8615
India,IND,2005,4995565.08,1834.75,0.0367,999460.15,1935.5,28764684.91,46.1514
Thailand,THA,2022,1383082.49,1518.98,0.1098,690232.43,4241.88,4945035.19,21.9427
Peru,PER,2011,5580926.53,1243.98,0.0223,3168792.82,2513.35,19549010.52,34.022
Colombia,COL,2018,3100233.01,3191.42,0.1029,1229819.55,4513.92,22146281.3,23.8051
Argentina,ARG,2003,7736077.28,3158.84,0.0408,4302258.78,4812.31,449443.28,0.7335
Colombia,COL,2020,7470143.83,1488.46,0.0199,2192332.29,2454.92,11567240.76,13.0318
Vietnam,VNM,2008,3369899.58,2583.27,0.0767,1747222.04,4299.25,29387818.87,40.2287
DR Congo,COD,2016,855758.57,1637.85,0.1914,504248.61,2326.85,24562577.49,121.0342
Indonesia,IDN,2004,1482440.23,619.65,0.0418,508277.36,943.01,30778638.98,41.0963
Brazil,BRA,2010,2443997.01,210.32,0.0086,1266433.14,368.88,7044720.82,9.3967
Brazil,BRA,2004,3773998.12,2143.17,0.0568,1043228.54,2706.2,46008408.91,87.9589
India,IND,2002,2243193.93,3154.76,0.1406,936003.06,3387.5,25331767.54,54.0884
Indonesia,IDN,2004,4929627.73,471.11,0.0096,2712391.81,467.81,5403741.58,11.6486
Thailand,THA,2018,4666882.07,803.76,0.0172,965363.34,867.55,39660523.38,43.672
Brazil,BRA,2005,4916527.8,1180.57,0.024,2663732.68,742.66,47649118.95,75.4887
Vietnam,VNM,2013,845642.99,1317.48,0.1558,201788.51,354.2,40855856.79,157.7121
